# dataset: GeoCSV 2.0
# delimiter: ,
# SID: IU_WAKE_00_BH2
# sample_count: 42000
# sample_rate_hz: 20
# start_time: 2011-03-11T05:47:15.019538Z
# field_unit: Counts
# field_type: INTEGER
Sample
-156176
-157083
-157936
-158758
-159383
-159804
-160177
-160581
-160983
-161138
-160958
-160572
-160147
-159653
-159098
-158564
-158021
-157551
-157174
-156763
-156153
-155431
-154698
-153817
-152805
-151858
-150937
-149897
-149003
-148251
-147500
-147051
-146584
-145991
-145635
-145194
-144702
-144451
-144167
-143784
-143536
-143346
-143117
-142957
-142804
-142592
-142374
-142085
-141736
-141422
-141184
-141003
-140877
-140783
-140701
-140603
-140360
-140155
-139872
-139330
-139026
-138970
-138754
-138549
-138507
-138513
-138685
-138876
-138996
-139334
-139862
-140457
-141110
-141859
-142938
-144237
-145424
-146683
-148028
-149306
-150598
-151787
-152875
-153928
-154843
-155630
-156345
-156992
-157612
-158120
-158459
-158835
-159038
-159105
-159312
-159384
-159452
-159441
-159268
-159400
-159545
-159552
-159674
-159755
-159880
-160004
-160113
-160339
-160434
-160430
-160347
-159992
-159532
-159072
-158421
-157490
-156514
-155509
-154339
-153060
-151591
-149930
-148026
-145904
-143770
-141664
-139656
-137826
-136140
-134691
-133514
-132576
-131913
-131273
-130629
-130162
-129861
-129683
-129703
-129880
-130014
-130272
-130807
-131575
-132336
-133081
-134051
-135215
-136381
-137532
-138847
-140220
-141486
-142659
-143770
-144766
-145783
-146908
-148030
-149111
-150094
-150989
-151650
-152037
-152380
-152568
-152602
-152747
-152956
-153116
-153399
-153768
-154078
-154772
-155556
-156238
-157171
-158082
-159015
-159849
-160609
-161429
-161963
-162204
-162497
-162797
-163067
-163356
-163356
-163297
-163220
-163087
-162913
-162515
-162054
-161410
-160713
-160082
-159382
-158570
-157709
-156999
-156255
-155465
-154701
-153855
-153136
-152546
-151716
-150817
-149973
-148791
-147677
-146799
-145768
-144820
-143938
-143105
-142331
-141610
-141036
-140423
-139975
-139580
-139050
-138621
-138259
-138023
-137898
-137846
-137961
-138151
-138333
-138521
-138645
-138694
-138754
-138844
-138931
-139042
-139242
-139578
-140052
-140649
-141360
-142056
-142777
-143583
-144329
-145118
-145961
-146779
-147553
-148361
-149331
-150251
-151094
-151968
-152888
-153811
-154554
-155239
-155814
-156067
-156167
-156207
-156228
-156175
-155930
-155630
-155329
-154977
-154517
-153873
-153158
-152401
-151411
-150277
-149157
-147941
-146668
-145432
-144302
-143266
-142106
-141059
-140358
-139734
-139172
-138761
-138478
-138314
-138254
-138319
-138532
-138838
-139021
-139086
-139286
-139444
-139440
-139559
-139532
-139525
-139762
-140022
-140476
-140976
-141693
-142592
-143491
-144563
-145766
-147220
-148737
-150217
-151838
-153493
-154855
-156020
-157265
-158431
-159638
-160832
-161961
-163194
-164291
-165198
-165980
-166696
-167252
-167522
-167661
-167558
-167258
-166956
-166559
-166070
-165402
-164680
-164210
-163670
-162921
-162256
-161704
-161083
-160374
-159739
-158930
-157945
-157000
-155974
-154823
-153521
-152307
-151039
-149565
-148364
-147102
-145773
-144685
-143359
-141962
-140724
-139402
-137852
-136301
-134806
-133158
-131604
-129969
-128181
-126793
-125671
-124490
-123529
-122766
-121928
-121105
-120340
-119561
-118805
-118053
-117460
-117369
-117581
-117749
-118079
-118748
-119644
-120704
-121942
-123502
-125311
-127189
-129197
-131281
-133430
-135614
-137977
-140498
-142871
-145248
-147565
-149887
-152590
-155182
-157526
-160162
-162657
-164994
-167545
-169871
-172018
-174108
-176107
-178059
-179769
-181469
-183203
-184777
-186175
-187240
-188295
-189212
-189803
-190248
-190252
-190011
-189592
-188830
-187919
-186744
-185171
-183459
-181473
-179016
-176461
-173893
-171085
-168009
-165056
-162075
-158898
-155967
-153019
-149999
-147137
-144319
-141356
-138370
-135588
-132803
-130042
-127260
-124624
-122229
-119869
-117683
-115620
-113895
-112386
-110864
-109834
-109232
-108681
-108240
-108033
-108196
-108664
-109118
-109713
-110663
-111651
-112679
-113834
-115069
-116490
-117953
-119461
-121246
-123187
-125160
-127321
-129462
-131784
-134512
-137064
-139569
-142236
-144936
-147638
-150203
-152832
-155465
-157915
-160270
-162448
-164384
-166241
-167981
-169606
-171363
-172992
-174442
-175893
-177203
-178395
-179361
-180261
-181210
-181929
-182457
-182803
-183035
-183169
-183092
-182807
-182288
-181545
-180552
-179370
-178119
-176872
-175458
-173711
-171865
-169844
-167454
-164790
-161985
-159159
-156082
-152891
-149860
-146832
-144082
-141588
-138932
-136125
-133377
-130767
-128331
-126048
-123833
-121911
-120181
-118616
-117440
-116472
-115844
-115654
-115620
-115626
-115888
-116460
-117087
-117733
-118421
-119144
-119996
-120934
-121898
-123063
-124359
-125753
-127224
-128662
-130043
-131253
-132433
-133601
-134787
-136117
-137647
-139151
-140618
-142269
-143873
-145609
-147387
-148957
-150498
-152037
-153773
-155420
-156764
-158215
-159598
-160833
-161984
-162815
-163387
-163752
-164131
-164586
-164932
-165105
-165089
-165219
-165383
-165426
-165485
-165344
-165166
-164965
-164655
-164518
-164114
-163550
-163287
-162848
-162338
-161787
-161108
-160473
-159676
-158931
-158017
-156876
-155888
-154793
-153653
-152518
-151217
-149896
-148722
-147409
-145909
-144863
-144074
-143015
-141769
-140793
-140399
-139809
-138767
-138080
-138127
-138405
-138367
-138176
-138220
-138920
-139912
-140719
-141325
-142049
-143241
-144296
-145108
-146095
-147167
-148026
-148827
-149583
-149979
-150292
-150472
-150395
-150004
-149424
-148902
-148201
-147383
-146484
-145619
-144764
-143763
-143005
-142314
-141315
-140410
-139448
-138117
-136950
-135845
-134557
-133430
-132345
-131415
-130937
-130580
-130237
-130212
-130398
-130502
-130791
-131470
-132121
-132700
-133581
-134646
-135732
-136874
-138119
-139346
-140509
-141849
-143142
-144481
-145803
-147040
-148666
-150074
-151309
-152740
-153923
-154975
-155792
-156552
-157323
-157611
-157785
-158180
-158634
-159013
-159290
-159668
-160209
-160862
-161633
-162567
-163547
-164297
-165122
-166147
-167111
-167874
-168428
-168941
-169169
-169291
-169450
-169349
-168963
-168322
-167528
-166406
-164839
-162862
-160656
-158320
-155826
-153180
-150450
-147924
-145449
-142980
-140663
-138419
-136268
-134246
-132406
-130806
-129323
-127940
-126905
-126148
-125411
-124732
-124355
-124232
-124230
-124458
-124833
-125372
-126124
-126806
-127445
-128191
-128989
-129831
-130628
-131414
-132407
-133648
-134802
-135909
-137045
-138129
-139365
-140381
-141385
-142615
-143782
-145096
-146347
-147675
-149220
-150583
-151838
-153152
-154424
-155586
-156698
-157684
-158630
-159576
-160325
-160931
-161416
-161730
-162093
-162468
-162631
-162708
-162688
-162658
-162619
-162313
-162070
-161965
-161726
-161313
-160751
-160203
-159494
-158636
-157817
-156992
-156227
-155475
-154619
-153687
-152771
-151772
-150540
-149127
-147714
-146206
-144612
-143086
-141584
-140148
-138764
-137554
-136411
-135245
-134152
-133064
-132050
-131063
-130061
-129062
-128214
-127574
-126960
-126525
-126369
-126417
-126624
-126947
-127436
-127943
-128545
-129338
-130131
-131178
-132512
-133896
-135490
-137243
-138997
-140765
-142461
-143982
-145372
-146669
-147851
-148992
-150116
-151233
-152319
-153365
-154342
-155201
-156054
-156903
-157605
-158171
-158768
-159324
-159768
-160196
-160632
-161052
-161394
-161651
-161933
-162229
-162397
-162524
-162521
-162262
-161843
-161230
-160455
-159483
-158355
-157172
-155910
-154536
-153107
-151775
-150570
-149528
-148515
-147440
-146396
-145365
-144341
-143253
-142126
-141040
-139872
-138686
-137666
-136785
-136031
-135380
-134809
-134372
-133989
-133623
-133392
-133225
-133119
-133197
-133324
-133530
-133864
-134259
-134759
-135407
-136262
-137272
-138400
-139597
-140844
-142220
-143644
-144981
-146151
-147141
-148074
-148952
-149653
-150206
-150745
-151339
-151778
-152110
-152532
-153011
-153543
-153821
-153895
-154054
-153968
-153546
-153122
-152745
-152213
-151487
-150678
-149896
-149163
-148264
-147165
-146060
-144972
-143877
-142628
-141504
-140773
-139980
-139235
-138718
-138428
-138505
-138642
-138859
-139326
-139885
-140411
-140896
-141311
-141781
-142427
-143185
-144024
-144913
-145993
-147027
-148058
-149242
-150234
-151272
-152415
-153511
-154548
-155442
-156270
-156921
-157459
-157917
-158171
-158285
-158274
-158284
-158312
-158293
-158274
-158191
-158093
-158021
-157874
-157653
-157475
-157318
-156993
-156418
-155746
-154848
-153690
-152477
-151086
-149535
-147996
-146409
-144741
-143210
-141766
-140312
-138868
-137420
-136158
-135029
-133792
-132452
-131298
-130344
-129318
-128324
-127540
-126916
-126422
-126177
-126159
-126349
-126689
-127064
-127633
-128287
-129139
-130273
-131292
-132366
-133521
-134670
-135983
-137256
-138482
-139739
-140929
-142034
-143158
-144400
-145590
-146659
-147819
-149020
-150233
-151558
-152852
-154134
-155287
-156302
-157328
-158209
-158983
-159793
-160600
-161316
-162224
-163110
-163773
-164342
-164515
-164426
-164019
-163247
-162411
-161454
-160277
-158941
-157807
-156881
-155856
-154918
-154047
-152964
-151880
-150901
-149831
-148837
-147964
-147057
-146166
-145121
-144054
-143057
-141889
-140652
-139485
-138415
-137350
-136407
-135598
-134838
-134079
-133174
-132441
-131877
-131288
-130785
-130495
-130430
-130458
-130711
-131173
-131776
-132600
-133636
-134829
-136152
-137632
-139186
-140830
-142588
-144462
-146487
-148535
-150461
-152279
-154022
-155591
-156997
-158187
-159120
-159858
-160394
-160756
-160736
-160399
-160129
-159743
-159112
-158266
-157176
-156045
-154875
-153626
-152339
-150987
-149645
-148369
-146989
-145556
-144300
-143112
-141911
-140707
-139728
-138986
-138159
-137360
-136796
-136390
-136207
-136130
-135877
-135831
-135936
-135904
-135985
-136055
-136065
-136217
-136414
-136594
-136842
-137016
-137150
-137305
-137341
-137380
-137459
-137596
-137811
-138064
-138462
-138995
-139659
-140468
-141474
-142641
-143762
-144961
-146132
-147231
-148610
-150067
-151339
-152705
-154214
-155664
-156995
-158235
-159575
-160920
-162146
-163292
-164299
-165314
-166393
-167389
-168188
-168835
-169353
-169792
-169962
-169602
-169069
-168414
-167336
-166176
-164889
-163173
-161346
-159380
-157370
-155350
-153270
-151356
-149379
-147422
-145566
-143677
-141911
-140195
-138563
-137096
-135692
-134358
-133094
-131977
-130894
-129860
-129069
-128268
-127364
-126607
-126091
-125643
-125194
-124866
-124718
-124800
-124983
-125353
-126005
-126664
-127478
-128521
-129433
-130160
-130879
-131723
-132606
-133432
-134317
-135346
-136506
-137701
-138871
-140087
-141449
-142858
-144267
-145797
-147339
-148856
-150338
-151703
-152991
-154212
-155422
-156737
-157986
-158965
-159804
-160481
-160839
-161011
-160998
-160809
-160586
-160219
-159810
-159382
-158801
-158278
-157862
-157489
-157132
-156686
-156357
-156189
-156004
-155822
-155540
-155185
-154823
-154454
-153903
-153184
-152527
-151750
-150855
-149887
-148909
-147899
-146752
-145516
-144076
-142525
-140910
-139285
-137573
-135763
-134076
-132387
-130822
-129407
-128054
-126808
-125649
-124756
-124047
-123510
-123295
-123304
-123509
-123991
-124741
-125774
-127004
-128251
-129777
-131527
-133237
-134982
-136588
-138158
-139717
-141148
-142593
-143888
